competition,player_id,name,first_name,last_name,team,position,age,apps,mins_played,goals,xg,goals_vs_xg,shots,shots_on_target,shot_conv,xg_per_shot,mins_per_goal
Premier League,493250,Amad Diallo,Amad,Diallo,Manchester United FC,Forward,23.72,25,1919,2,4.69,-2.69,43,17,4.65,0.11,959.5
Premier League,547676,Tyler Fredricson,Tyler,Fredricson,Manchester United FC,Defender,21.1,1,2,0,0.0,0.0,0,0,0.0,0.0,
Premier League,158499,Ryan Christie,Ryan,Christie,AFC Bournemouth,Midfielder,31.11,21,716,2,1.6,0.4,20,6,10.0,0.08,358.0
Premier League,54469,Adam Smith,Adam,Smith,AFC Bournemouth,Defender,34.93,18,807,0,0.0,0.0,0,0,0.0,0.0,
Premier League,503139,Alex Scott,Alex,Scott,AFC Bournemouth,Midfielder,22.61,31,2320,2,3.31,-1.31,39,10,5.13,0.08,1160.0
Premier League,458249,Joshua Zirkzee,Joshua,Zirkzee,Manchester United FC,Forward,24.86,18,509,2,2.39,-0.39,21,7,9.52,0.11,254.5
Premier League,499604,Rayan,Rayan Vitor,Simplício Rocha,AFC Bournemouth,Forward,19.66,8,626,2,1.29,0.71,15,4,13.33,0.09,313.0
Premier League,606745,Ayden Heaven,Ayden,Heaven,Manchester United FC,Defender,19.52,14,653,0,0.35,-0.35,3,0,0.0,0.12,
Premier League,516895,Kobbie Mainoo,Kobbie,Mainoo,Manchester United FC,Midfielder,20.95,22,1113,0,0.24,-0.24,8,2,0.0,0.03,
Premier League,496208,Ben Gannon-Doak,Ben,Gannon-Doak,AFC Bournemouth,Forward,20.38,5,56,0,0.09,-0.09,1,0,0.0,0.09,
Premier League,106760,Luke Shaw,Luke,Shaw,Manchester United FC,Defender,30.73,31,2626,0,0.5,-0.5,5,2,0.0,0.1,
Premier League,201658,Marcus Tavernier,Marcus,Tavernier,AFC Bournemouth,Midfielder,27.03,27,2126,5,7.18,-2.18,58,19,8.62,0.12,425.2
Premier League,242882,Bafodé Diakité,Bafodé,Diakité,AFC Bournemouth,Defender,25.23,18,1275,0,0.02,-0.02,1,0,0.0,0.02,
Premier League,519913,Tyler Fletcher,Tyler,Fletcher,Manchester United FC,Midfielder,19.03,1,1,0,0.0,0.0,0,0,0.0,0.0,
Premier League,222690,Tyrell Malacia,Tyrell,Malacia,Manchester United FC,Defender,26.62,2,7,0,0.0,0.0,0,0,0.0,0.0,
Premier League,489888,Amine Adli,Amine,Adli,AFC Bournemouth,Forward,25.89,27,1032,3,2.54,0.46,19,9,15.79,0.13,344.0
Premier League,560262,Junior Kroupi,Junior,Kroupi,AFC Bournemouth,Forward,19.77,26,1161,9,5.91,3.09,34,16,26.47,0.17,129.0
Premier League,614574,Alex Tóth,Alex,Tóth,AFC Bournemouth,Midfielder,20.44,4,72,0,0.06,-0.06,1,0,0.0,0.06,
Premier League,463981,James Hill,James,Hill,AFC Bournemouth,Defender,24.22,22,1474,0,0.67,-0.67,8,1,0.0,0.08,
Premier League,620487,Veljko Milosavljevic,Veljko,Milosavljevic,AFC Bournemouth,Defender,18.76,7,367,0,0.15,-0.15,1,0,0.0,0.15,
Premier League,551483,Álex Jiménez,Álex,Jiménez,AFC Bournemouth,Defender,20.9,27,1964,1,1.11,-0.11,20,4,5.0,0.06,1964.0
Premier League,216051,Diogo Dalot,José Diogo,Dalot Teixeira,Manchester United FC,Defender,27.04,29,2236,1,1.6,-0.6,21,6,4.76,0.08,2236.0
Premier League,61256,Casemiro,Carlos Henrique,Casimiro,Manchester United FC,Midfielder,34.11,29,2147,7,4.66,2.34,43,14,16.28,0.11,306.7142857142857
Premier League,550864,Leny Yoro,Leny,Yoro,Manchester United FC,Defender,20.38,28,1615,0,1.14,-1.14,7,2,0.0,0.16,
Premier League,430871,Matheus Cunha,Matheus,Santos Carneiro da Cunha,Manchester United FC,Forward,26.85,28,2075,7,5.93,1.07,72,29,9.72,0.08,296.42857142857144
Premier League,141746,Bruno Fernandes,Bruno Miguel,Borges Fernandes,Manchester United FC,Midfielder,31.57,28,2437,8,10.35,-2.35,73,21,10.96,0.14,304.625
Premier League,485711,Benjamin Sesko,Benjamin,Sesko,Manchester United FC,Forward,22.84,26,1332,9,7.17,1.83,53,28,16.98,0.14,148.0
Premier League,168636,Enes Ünal,Enes,Ünal,AFC Bournemouth,Forward,28.9,17,173,1,1.85,-0.85,12,2,8.33,0.15,173.0
Premier League,446008,Bryan Mbeumo,Bryan,Mbeumo,Manchester United FC,Forward,26.65,26,2196,9,8.19,0.81,60,30,15.0,0.14,244.0
Premier League,111317,David Brooks,David,Brooks,AFC Bournemouth,Midfielder,28.73,25,1051,1,4.94,-3.94,43,12,2.33,0.11,1051.0
Premier League,232112,Manuel Ugarte,Manuel,Ugarte,Manchester United FC,Midfielder,24.97,21,791,0,0.49,-0.49,11,1,0.0,0.04,
Premier League,221466,Marcos Senesi,Marcos,Senesi,AFC Bournemouth,Defender,28.9,30,2660,0,1.39,-1.39,16,5,0.0,0.09,
Premier League,494521,Adrien Truffert,Adrien,Truffert,AFC Bournemouth,Defender,24.36,31,2750,0,0.44,-0.44,12,2,0.0,0.04,
Premier League,95658,Harry Maguire,Harry,Maguire,Manchester United FC,Defender,33.08,18,1205,1,0.81,0.19,10,2,10.0,0.08,1205.0
Premier League,184341,Mason Mount,Mason,Mount,Manchester United FC,Midfielder,27.22,18,820,3,1.49,1.51,18,5,16.67,0.08,273.3333333333333
Premier League,155511,Adam Armstrong,Adam,Armstrong,Wolverhampton Wanderers FC,Forward,29.14,7,569,1,0.61,0.39,5,1,20.0,0.12,569.0
Premier League,431248,Ladislav Krejcí,Ladislav,Krejcí,Wolverhampton Wanderers FC,Defender,26.95,24,2040,2,2.0,0.0,16,8,12.5,0.12,1020.0
Premier League,191866,Kristoffer Ajer,Kristoffer,Ajer,Brentford FC,Defender,27.96,24,1625,0,0.78,-0.78,10,3,0.0,0.08,
Premier League,184754,Hwang Hee-Chan,Hee-Chan,Hwang,Wolverhampton Wanderers FC,Forward,30.18,20,1155,2,2.11,-0.11,15,6,13.33,0.14,577.5
Premier League,488213,Tolu Arokodare,Tolu,Arokodare,Wolverhampton Wanderers FC,Forward,25.35,27,1237,3,4.62,-1.62,39,13,7.69,0.12,412.3333333333333
Premier League,509291,André,André,Trindade da Costa Neto,Wolverhampton Wanderers FC,Midfielder,24.71,28,2136,1,0.44,0.56,11,1,9.09,0.04,2136.0
Premier League,523705,Jackson Tchatchoua,Jackson,Tchatchoua,Wolverhampton Wanderers FC,Defender,24.55,28,1698,0,0.33,-0.33,2,1,0.0,0.17,
Premier League,641221,Pedro Lima,Pedro Henrique,Cardoso de Lima,Wolverhampton Wanderers FC,Defender,19.75,3,3,0,0.0,0.0,0,0,0.0,0.0,
Premier League,209041,Angel Gomes,Angel,Gomes,Wolverhampton Wanderers FC,Midfielder,25.58,7,286,0,0.11,-0.11,3,1,0.0,0.04,
Premier League,231480,Santiago Bueno,Santiago,Bueno,Wolverhampton Wanderers FC,Defender,27.39,22,1923,2,1.68,0.32,6,5,33.33,0.28,961.5
Premier League,510362,Toti Gomes,Tote António,Gomes,Wolverhampton Wanderers FC,Defender,27.21,14,1043,0,0.22,-0.22,4,1,0.0,0.06,
Premier League,448089,João Gomes,João Victor,Gomes da Silva,Wolverhampton Wanderers FC,Midfielder,25.13,29,2299,1,1.15,-0.15,16,6,6.25,0.07,2299.0
Premier League,490721,Hugo Bueno,Hugo,Bueno,Wolverhampton Wanderers FC,Defender,23.53,28,1951,1,0.5,0.5,10,5,10.0,0.05,1951.0
Premier League,440089,Mikkel Damsgaard,Mikkel,Damsgaard,Brentford FC,Midfielder,25.75,26,1578,3,1.85,1.15,20,9,15.0,0.09,526.0
Premier League,483081,Rodrigo Gomes,Rodrigo,Martins Gomes,Wolverhampton Wanderers FC,Defender,22.73,15,602,3,1.7,1.3,14,6,21.43,0.12,200.66666666666666
Premier League,87835,Matt Doherty,Matt,Doherty,Wolverhampton Wanderers FC,Defender,34.21,10,706,0,0.09,-0.09,3,0,0.0,0.03,
Premier League,231057,Jean-Ricner Bellegarde,Jean-Ricner,Bellegarde,Wolverhampton Wanderers FC,Midfielder,27.76,22,1089,1,0.98,0.02,20,7,5.0,0.05,1089.0
Premier League,497949,David Møller Wolfe,David,Møller Wolfe,Wolverhampton Wanderers FC,Defender,23.94,18,844,0,0.12,-0.12,3,0,0.0,0.04,
Premier League,501837,Yerson Mosquera,Yerson,Mosquera,Wolverhampton Wanderers FC,Defender,24.92,22,1711,0,1.58,-1.58,21,6,0.0,0.08,
Premier League,647671,Mateus Mané,Mateus,Mané,Wolverhampton Wanderers FC,Forward,18.54,20,1282,2,1.36,0.64,30,12,6.67,0.05,641.0
Premier League,118748,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,Liverpool FC,Forward,33.8,22,1820,5,6.82,-1.82,57,14,8.77,0.12,364.0
Premier League,499716,James Rowswell,James,Rowswell,Tottenham Hotspur FC,Defender,19.72,1,1,0,0.0,0.0,0,0,0.0,0.0,
Premier League,613232,James Wilson,James,Wilson,Tottenham Hotspur FC,Forward,19.07,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,499726,Callum Olusesi,Callum,Olusesi,Tottenham Hotspur FC,Midfielder,19.05,1,14,0,0.0,0.0,0,0,0.0,0.0,
Premier League,437499,Maxence Lacroix,Maxence,Lacroix,Crystal Palace FC,Defender,25.99,28,2486,1,2.06,-1.06,20,4,5.0,0.1,2486.0
Premier League,247412,Jørgen Strand Larsen,Jørgen,Strand Larsen,Crystal Palace FC,Forward,26.15,28,1874,4,4.16,-0.16,32,12,12.5,0.13,468.5
Premier League,108413,Will Hughes,Will,Hughes,Crystal Palace FC,Midfielder,30.96,27,1295,0,1.09,-1.09,17,0,0.0,0.06,
Premier League,218364,Borna Sosa,Borna,Sosa,Crystal Palace FC,Defender,28.19,5,53,0,0.0,0.0,0,0,0.0,0.0,
Premier League,232185,Ismaïla Sarr,Ismaïla,Sarr,Crystal Palace FC,Forward,28.1,20,1730,7,7.97,-0.97,34,14,20.59,0.23,247.14285714285714
Premier League,427623,Chris Richards,Chris,Richards,Crystal Palace FC,Defender,26.01,26,2333,1,1.13,-0.13,10,1,10.0,0.11,2333.0
Premier League,488024,Yéremy Pino,Yéremy,Pino,Crystal Palace FC,Midfielder,23.45,27,1730,2,3.94,-1.94,38,10,5.26,0.1,865.0
Premier League,209400,Daichi Kamada,Daichi,Kamada,Crystal Palace FC,Midfielder,29.66,20,1488,0,1.39,-1.39,16,4,0.0,0.09,
Premier League,485337,Evann Guessand,Evann,Guessand,Crystal Palace FC,Forward,24.75,19,887,1,1.56,-0.56,11,6,9.09,0.14,887.0
Premier League,243526,Gabriel Gudmundsson,Gabriel,Gudmundsson,Leeds United FC,Defender,26.93,29,2368,0,1.1,-1.1,18,3,0.0,0.06,
Premier League,152551,Jefferson Lerma,Jefferson,Lerma,Crystal Palace FC,Midfielder,31.44,24,1248,0,1.04,-1.04,14,6,0.0,0.07,
Premier League,231747,Jean-Philippe Mateta,Jean-Philippe,Mateta,Crystal Palace FC,Forward,28.76,24,1944,8,12.08,-4.08,55,26,14.55,0.22,243.0
Premier League,496221,Adam Wharton,Adam,Wharton,Crystal Palace FC,Midfielder,22.15,27,2174,0,1.34,-1.34,26,4,0.0,0.05,
Premier League,489706,Justin Devenny,Justin,Devenny,Crystal Palace FC,Midfielder,22.47,18,596,1,2.62,-1.62,13,4,7.69,0.2,596.0
Premier League,244723,Tyrick Mitchell,Tyrick,Mitchell,Crystal Palace FC,Defender,26.58,30,2669,1,1.09,-0.09,13,5,7.69,0.08,2669.0
Premier League,651426,Jaydee Canvot,Jaydee,Canvot,Crystal Palace FC,Defender,19.67,13,704,0,0.79,-0.79,3,0,0.0,0.26,
Premier League,57328,Nathaniel Clyne,Nathaniel,Clyne,Crystal Palace FC,Defender,35.0,8,498,0,0.43,-0.43,3,0,0.0,0.14,
Premier League,242898,Brennan Johnson,Brennan,Johnson,Crystal Palace FC,Forward,24.86,27,1231,2,1.84,0.16,17,5,11.76,0.11,615.5
Premier League,515621,Chadi Riad,Chadi,Riad,Crystal Palace FC,Defender,22.79,6,314,0,0.11,-0.11,2,1,0.0,0.05,
Premier League,230001,Noussair Mazraoui,Noussair,Mazraoui,Manchester United FC,Defender,28.38,15,615,0,0.17,-0.17,4,0,0.0,0.04,
Premier League,444884,Harvey Elliott,Harvey,Elliott,Aston Villa FC,Midfielder,22.99,5,110,0,0.29,-0.29,5,0,0.0,0.06,
Premier League,184667,Victor Lindelöf,Victor,Lindelöf,Aston Villa FC,Defender,31.71,12,572,0,0.03,-0.03,1,0,0.0,0.03,
Premier League,606798,Andrés García,Andrés,García,Aston Villa FC,Defender,23.15,4,37,0,0.0,0.0,0,0,0.0,0.0,
Premier League,167074,Kenny Tete,Kenny,Tete,Fulham FC,Defender,30.48,22,1794,1,0.96,0.04,16,3,6.25,0.06,1794.0
Premier League,171314,Rúben Dias,Rúben,dos Santos Gato Alves Dias,Manchester City FC,Defender,28.88,25,2050,2,0.56,1.44,10,4,20.0,0.06,1025.0
Premier League,472769,Nico O'Reilly,Nico,O'Reilly,Manchester City FC,Midfielder,21.03,28,2134,4,4.04,-0.04,31,10,12.9,0.13,533.5
Premier League,91651,Mateo Kovacic,Mateo,Kovacic,Manchester City FC,Midfielder,31.91,1,4,0,0.0,0.0,0,0,0.0,0.0,
Premier League,462116,Jean-Clair Todibo,Jean-Clair,Todibo,West Ham United FC,Defender,26.25,20,1700,0,0.24,-0.24,2,0,0.0,0.12,
Premier League,220566,Rodri,Rodrigo,Hernández Cascante,Manchester City FC,Midfielder,29.78,18,1245,1,0.76,0.24,11,2,9.09,0.07,1245.0
Premier League,126184,Nathan Aké,Nathan,Aké,Manchester City FC,Defender,31.12,14,488,0,0.28,-0.28,3,0,0.0,0.09,
Premier League,578153,Abdukodir Khusanov,Abdukodir,Khusanov,Manchester City FC,Defender,22.08,15,889,0,0.47,-0.47,2,0,0.0,0.23,
Premier League,602903,Ezra Mayers,Ezra,Mayers,West Ham United FC,Defender,19.2,6,113,0,0.12,-0.12,1,0,0.0,0.12,
Premier League,209036,Marc Guéhi,Marc,Guéhi,Manchester City FC,Defender,25.72,28,2520,2,3.58,-1.58,27,7,7.41,0.13,1260.0
Premier League,248875,Jérémy Doku,Jérémy,Doku,Manchester City FC,Forward,23.85,22,1230,1,1.83,-0.83,22,8,4.55,0.08,1230.0
Premier League,223094,Erling Haaland,Erling,Haaland,Manchester City FC,Forward,25.7,29,2418,22,21.01,0.99,102,49,21.57,0.21,109.9090909090909
Premier League,465351,Matheus Nunes,Matheus Luiz,Nunes,Manchester City FC,Midfielder,27.6,27,2267,1,0.35,0.65,7,2,14.29,0.05,2267.0
Premier League,437730,Antoine Semenyo,Antoine,Semenyo,Manchester City FC,Forward,26.23,29,2588,15,9.86,5.14,68,36,22.06,0.14,172.53333333333333
Premier League,465694,Nico González,Nico,González,Manchester City FC,Midfielder,24.24,21,1375,1,0.57,0.43,12,2,8.33,0.05,1375.0
Premier League,448514,Rayan Aït-Nouri,Rayan,Aït-Nouri,Manchester City FC,Defender,24.82,13,782,0,0.42,-0.42,7,1,0.0,0.06,
Premier League,209244,Phil Foden,Phil,Foden,Manchester City FC,Midfielder,25.84,26,1813,7,5.47,1.53,51,17,13.73,0.11,259.0
Premier League,165809,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,Manchester City FC,Midfielder,31.65,30,2254,2,1.51,0.49,17,5,11.76,0.09,1127.0
Premier League,466052,Rayan Cherki,Rayan,Cherki,Manchester City FC,Midfielder,22.62,25,1308,3,2.47,0.53,33,8,9.09,0.07,436.0
Premier League,433036,Tijjani Reijnders,Tijjani,Reijnders,Manchester City FC,Midfielder,27.68,26,1499,5,3.99,1.01,41,15,12.2,0.1,299.8
Premier League,438234,Omar Marmoush,Omar Khaled Mohamed Abdelsalam,Marmoush,Manchester City FC,Forward,27.15,17,573,1,2.19,-1.19,24,7,4.17,0.09,573.0
Premier League,499300,Adam Aznou,Adam,Aznou,Everton FC,Defender,19.83,0,0,0,0.0,0.0,0,0,0.0,0.0,
Premier League,223340,Bukayo Saka,Bukayo,Saka,Arsenal FC,Forward,24.57,27,2001,6,6.99,-0.99,63,26,9.52,0.11,333.5
Premier League,466075,Riccardo Calafiori,Riccardo,Calafiori,Arsenal FC,Defender,23.87,22,1455,1,2.9,-1.9,28,6,3.57,0.1,1455.0
Premier League,198869,Ben White,Ben,White,Arsenal FC,Defender,28.48,7,411,0,0.44,-0.44,4,1,0.0,0.11,
Premier League,232413,Eberechi Eze,Eberechi,Eze,Arsenal FC,Midfielder,27.76,26,1504,6,3.75,2.25,49,16,12.24,0.08,250.66666666666666
Premier League,499169,Myles Lewis-Skelly,Myles,Lewis-Skelly,Arsenal FC,Defender,19.51,14,312,0,0.05,-0.05,1,0,0.0,0.05,
Premier League,248857,Noni Madueke,Noni,Madueke,Arsenal FC,Forward,24.06,20,899,2,1.02,0.98,20,7,10.0,0.05,449.5
